»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-01-24,'200030,∏ª∞¬B,6.01,6.05,5.94,6.05,5.93,0.08,1.3491,0.2494,85200,509491.0,6353893253.4,167814160.551
2018-01-23,'200030,∏ª∞¬B,5.93,5.93,5.88,5.91,5.92,0.01,0.1689,0.2055,70200,415103.0,6277904898.6,165807214.342
2018-01-22,'200030,∏ª∞¬B,5.92,5.94,5.86,5.93,5.89,0.03,0.5093,0.2512,85800,505670.0,6278955406.8,165834959.56
2018-01-19,'200030,∏ª∞¬B,5.89,5.95,5.85,5.86,5.88,0.01,0.1701,0.1432,48928,289353.64,6251249691.76,165103217.441
2018-01-18,'200030,∏ª∞¬B,5.88,5.94,5.88,5.93,5.9,-0.02,-0.339,0.1271,43400,256456.0,6265882703.25,165489693.33
2018-01-17,'200030,∏ª∞¬B,5.9,5.9,5.81,5.88,5.92,-0.02,-0.3378,0.5654,193128,1129786.08,6273995011.31,165703949.395
2018-01-16,'200030,∏ª∞¬B,5.92,5.97,5.84,5.92,5.91,0.01,0.1692,0.5832,199200,1169597.0,6298784573.52,166358672.319
2018-01-15,'200030,∏ª∞¬B,5.91,6.0,5.8,6.0,6.02,-0.11,-1.8272,0.2872,98100,577332.0,6308857580.19,166624712.854
2018-01-12,'200030,∏ª∞¬B,6.02,6.07,6.01,6.01,6.07,-0.05,-0.8237,0.1071,36570,220097.7,6461626923.65,170659539.709
2018-01-11,'200030,∏ª∞¬B,6.07,6.07,5.96,6.01,6.04,0.03,0.4967,0.1754,59900,359811.0,6537039522.89,172651279.502
2018-01-10,'200030,∏ª∞¬B,6.04,6.08,6.03,6.07,6.08,-0.04,-0.6579,0.1309,44700,270732.0,6512854943.73,172012534.927
2018-01-09,'200030,∏ª∞¬B,6.08,6.1,6.08,6.08,6.09,-0.01,-0.1642,0.2594,88600,539909.0,6530510413.32,172478837.663
2018-01-08,'200030,∏ª∞¬B,6.09,6.11,6.08,6.11,6.08,0.01,0.1645,0.0506,17299,105406.92,6530146363.02,172469222.645
2018-01-05,'200030,∏ª∞¬B,6.08,6.1,6.02,6.06,6.04,0.04,0.6623,0.2685,91722,556064.54,6528701930.41,172431073.398
2018-01-04,'200030,∏ª∞¬B,6.04,6.05,6.01,6.05,6.05,-0.01,-0.1653,0.0908,31000,186943.0,6498950938.12,171645312.983
2018-01-03,'200030,∏ª∞¬B,6.05,6.06,5.98,5.99,6.02,0.03,0.4983,0.1979,67600,406837.0,6498600466.96,171636056.607
2018-01-02,'200030,∏ª∞¬B,6.02,6.02,5.97,6.0,5.97,0.05,0.8375,0.2173,74222,445304.22,6479844698.99,171140693.633
2017-12-29,'200030,∏ª∞¬B,5.97,5.99,5.93,5.99,5.96,0.01,0.1678,0.0504,17200,102412.0,6453819952.27,170453347.962
2017-12-28,'200030,∏ª∞¬B,5.96,5.96,5.88,5.88,5.93,0.03,0.5059,0.0569,19438,115606.48,6453954579.75,170456903.64
2017-12-27,'200030,∏ª∞¬B,5.93,5.98,5.93,5.98,5.96,-0.03,-0.5034,0.0138,4700,27931.0,6421544921.01,169600924.564
2017-12-26,'200030,∏ª∞¬B,5.96,5.96,5.9,5.94,5.93,0.03,0.5059,0.0328,11200,66279.0,6454879513.23,170481332.274
2017-12-25,'200030,∏ª∞¬B,5.93,5.97,5.93,5.97,5.92,0.01,0.1689,0.0275,9400,55893.0,6442097791.28,170143751.227
2017-12-22,'200030,∏ª∞¬B,5.92,5.98,5.9,5.9,5.95,-0.03,-0.5042,0.0632,21600,127904.0,6442565172.37,170156095.338
2017-12-21,'200030,∏ª∞¬B,5.95,5.97,5.93,5.97,5.99,-0.04,-0.6678,0.1031,35200,209662.0,6472597058.89,170949274.516
2017-12-20,'200030,∏ª∞¬B,5.99,6.02,5.91,5.96,5.98,0.01,0.1672,0.0401,13700,81355.0,6545934636.08,172886210.417
2017-12-19,'200030,∏ª∞¬B,5.98,6.03,5.93,5.98,5.95,0.03,0.5042,0.0088,3000,17930.0,6539492045.05,172716053.638
2017-12-18,'200030,∏ª∞¬B,5.95,5.95,5.9,5.9,5.95,0.0,0.0,0.012,4100,24250.0,6516842426.11,172117849.256
2017-12-15,'200030,∏ª∞¬B,5.95,5.95,5.84,5.88,5.89,0.06,1.0187,0.0837,28600,167947.0,6513533642.13,172030460.189
2017-12-14,'200030,∏ª∞¬B,5.89,5.99,5.89,5.99,6.01,-0.12,-1.9967,0.0088,3000,17808.0,6444804049.38,170215226.843
2017-12-13,'200030,∏ª∞¬B,6.01,6.02,5.96,6.02,6.02,-0.01,-0.1661,0.0867,29600,177593.0,6596160256.92,174212731.034
2017-12-12,'200030,∏ª∞¬B,6.02,6.04,5.99,6.04,6.04,-0.02,-0.3311,0.0249,8500,51067.0,6596781017.65,174229126.091
2017-12-11,'200030,∏ª∞¬B,6.04,6.05,5.95,5.95,5.92,0.12,2.027,0.1253,42800,257225.0,6617759884.96,174783203.861
2017-12-08,'200030,∏ª∞¬B,5.92,5.93,5.86,5.86,5.85,0.07,1.1966,0.0439,15000,88788.0,6492329490.4,171470432.379
2017-12-07,'200030,∏ª∞¬B,5.85,5.95,5.82,5.95,5.85,0.0,0.0,0.0334,11400,66780.0,6410039250.32,169297045.605
2017-12-06,'200030,∏ª∞¬B,5.85,5.86,5.82,5.85,5.87,-0.02,-0.3407,0.0489,16700,97693.0,6405424282.31,169175158.606
2017-12-05,'200030,∏ª∞¬B,5.87,5.95,5.83,5.95,5.92,-0.05,-0.8446,0.0249,8500,50099.0,6420111351.72,169563062.23
2017-12-04,'200030,∏ª∞¬B,5.92,6.0,5.83,6.0,6.02,-0.1,-1.6611,0.1783,60900,359358.0,6478318920.86,171100395.951
2017-12-01,'200030,∏ª∞¬B,6.02,6.02,5.8,5.8,5.94,0.08,1.3468,0.0673,23000,137186.0,6585492225.23,173930975.154
2017-11-30,'200030,∏ª∞¬B,5.94,6.08,5.91,6.08,6.08,-0.14,-2.3026,0.3044,103976,623199.14,6497132367.85,171597282.298
2017-11-29,'200030,∏ª∞¬B,6.08,6.11,6.05,6.05,6.08,0.0,0.0,0.0332,11347,68907.76,6651993286.98,175687350.247
2017-11-28,'200030,∏ª∞¬B,6.08,6.13,6.01,6.13,6.02,0.06,0.9967,0.1494,51038,308149.11,6646174689.79,175533673.916
2017-11-27,'200030,∏ª∞¬B,6.02,6.17,6.02,6.17,6.08,-0.06,-0.9868,0.156,53300,325910.47,6569065085.93,173497114.137
2017-11-24,'200030,∏ª∞¬B,6.08,6.13,6.0,6.04,6.04,0.04,0.6623,0.1247,42600,258587.0,6625730969.95,174993730.051
2017-11-23,'200030,∏ª∞¬B,6.04,6.12,6.03,6.12,6.09,-0.05,-0.821,0.0864,29522,179111.66,6601981181.96,174366468.846
2017-11-22,'200030,∏ª∞¬B,6.09,6.14,6.05,6.05,6.05,0.04,0.6612,0.1645,56200,342494.0,6684120240.94,176535862.741
2017-11-21,'200030,∏ª∞¬B,6.05,6.09,6.03,6.08,6.03,0.02,0.3317,0.1235,42173,255377.65,6646633794.08,175545799.427
2017-11-20,'200030,∏ª∞¬B,6.03,6.18,6.01,6.06,6.06,-0.03,-0.495,0.205,70019,423244.19,6615459449.18,174722446.514
2017-11-17,'200030,∏ª∞¬B,6.06,6.19,6.05,6.18,6.19,-0.13,-2.1002,0.3305,112900,689157.0,6651193540.24,175666227.949
2017-11-16,'200030,∏ª∞¬B,6.19,6.23,6.17,6.2,6.2,-0.01,-0.1613,0.1452,49600,307231.0,6796597687.04,179506530.872
2017-11-15,'200030,∏ª∞¬B,6.2,6.25,6.2,6.23,6.26,-0.06,-0.9585,0.144,49200,306015.0,6808539830.12,179821937.606
2017-11-14,'200030,∏ª∞¬B,6.26,6.3,6.25,6.26,6.28,-0.02,-0.3185,0.2383,81400,511197.0,6890863306.76,181996202.199
2017-11-13,'200030,∏ª∞¬B,6.28,6.28,6.21,6.25,6.25,0.03,0.48,0.4625,157973,987049.79,6905894251.74,182393188.001
2017-11-10,'200030,∏ª∞¬B,6.25,6.37,6.22,6.35,6.26,-0.01,-0.1597,0.1067,36453,228646.84,6869267041.18,181425818.178
2017-11-09,'200030,∏ª∞¬B,6.26,6.26,6.22,6.22,6.23,0.03,0.4815,0.2035,69500,433841.0,6888029792.71,181921365.596
2017-11-08,'200030,∏ª∞¬B,6.23,6.27,6.2,6.2,6.23,0.0,0.0,0.159,54300,338838.0,6842854060.36,180728218.765
2017-11-07,'200030,∏ª∞¬B,6.23,6.27,6.18,6.19,6.27,-0.04,-0.638,0.3016,102999,638843.82,6838181025.36,180604798.145
2017-11-06,'200030,∏ª∞¬B,6.27,6.32,6.0,6.3,6.33,-0.06,-0.9479,0.4308,147130,913003.7,6884518485.54,181828627.641
2017-11-03,'200030,∏ª∞¬B,6.33,6.45,6.3,6.4,6.36,-0.03,-0.4717,0.3253,111100,706811.0,6932716675.99,183101601.32
2017-11-02,'200030,∏ª∞¬B,6.36,6.53,6.36,6.49,6.48,-0.12,-1.8519,0.3778,129030,828656.4,6979062283.66,184325646.002
2017-11-01,'200030,∏ª∞¬B,6.48,6.52,6.45,6.45,6.49,-0.01,-0.1541,0.2926,99943,648163.21,7121972265.6,188100074.954
2017-10-31,'200030,∏ª∞¬B,6.49,6.49,6.42,6.43,6.48,0.01,0.1543,0.3036,103700,669959.0,7144965242.81,188707347.852
2017-10-30,'200030,∏ª∞¬B,6.48,6.57,6.41,6.54,6.54,-0.06,-0.9174,0.6775,231400,1504320.0,7139906042.91,188573728.141
2017-10-27,'200030,∏ª∞¬B,6.54,6.56,6.5,6.5,6.55,-0.01,-0.1527,0.4799,163930,1072031.22,7205255076.21,190299676.741
2017-10-26,'200030,∏ª∞¬B,6.55,6.55,6.4,6.53,6.52,0.03,0.4601,0.639,218261,1417778.5,7196027080.07,190055953.977
2017-10-25,'200030,∏ª∞¬B,6.52,6.54,6.5,6.51,6.51,0.01,0.1536,0.197,67300,438374.0,8431999832.16,222699519.36
2017-10-24,'200030,∏ª∞¬B,6.51,6.6,6.45,6.47,6.47,0.04,0.6182,0.5753,196500,1281882.0,7152923783.26,188917542.725
2017-10-23,'200030,∏ª∞¬B,6.47,6.47,6.44,6.44,6.48,-0.01,-0.1543,0.1941,66300,427980.0,7100104029.22,187522507.85
2017-10-20,'200030,∏ª∞¬B,6.48,6.48,6.41,6.46,6.4,0.08,1.25,0.1291,44100,284433.0,7100183564.19,187524608.466
2017-10-19,'200030,∏ª∞¬B,6.4,6.47,6.39,6.45,6.5,-0.1,-1.5385,0.4301,146900,943325.0,7005491688.78,185023679.201
2017-10-18,'200030,∏ª∞¬B,6.5,6.5,6.46,6.5,6.5,0.0,0.0,0.1375,46961,303781.06,7104865134.65,187648254.518
2017-10-17,'200030,∏ª∞¬B,6.5,6.54,6.49,6.49,6.49,0.01,0.1541,0.1885,64400,420170.0,7092676239.19,187326330.75
2017-10-16,'200030,∏ª∞¬B,6.49,6.51,6.46,6.49,6.53,-0.04,-0.6126,0.1727,59000,382947.0,7079078604.86,186967200.45
2017-10-13,'200030,∏ª∞¬B,6.53,6.55,6.52,6.53,6.54,-0.01,-0.1529,0.2509,85700,559545.0,7124567174.75,188168609.707
2017-10-12,'200030,∏ª∞¬B,6.54,6.57,6.52,6.57,6.55,-0.01,-0.1527,0.416,142100,929689.99,7130825865.42,188333909.45
2017-10-11,'200030,∏ª∞¬B,6.55,6.56,6.5,6.5,6.51,0.04,0.6144,0.4061,138708,907441.32,7147150579.21,188765065.283
2017-10-10,'200030,∏ª∞¬B,6.51,6.53,6.5,6.5,6.51,0.0,0.0,0.2415,82500,538011.0,7148714249.61,188806363.747
2017-10-09,'200030,∏ª∞¬B,6.51,6.52,6.44,6.44,6.43,0.08,1.2442,0.9008,307682,1997929.43,7171698303.38,189413400.966
2017-09-29,'200030,∏ª∞¬B,6.43,6.43,6.4,6.42,6.41,0.02,0.312,0.2215,75666,485486.06,7065438810.53,186606956.652
2017-09-28,'200030,∏ª∞¬B,6.41,6.42,6.39,6.42,6.42,-0.01,-0.1558,0.0676,23100,148056.0,7037162124.95,185860134.497
2017-09-27,'200030,∏ª∞¬B,6.42,6.44,6.39,6.44,6.4,0.02,0.3125,0.1233,42100,270091.0,7034607177.28,185792655.177
2017-09-26,'200030,∏ª∞¬B,6.4,6.41,6.35,6.35,6.37,0.03,0.471,0.1511,51601,329729.38,6999118545.34,184855356.62
2017-09-25,'200030,∏ª∞¬B,6.37,6.45,6.35,6.45,6.46,-0.09,-1.3932,0.4796,163800,1048191.0,6956918843.36,183740810.422
2017-09-22,'200030,∏ª∞¬B,6.46,6.48,6.43,6.48,6.47,-0.01,-0.1546,0.1568,53543,344855.92,7048694824.6,186164727.325
2017-09-21,'200030,∏ª∞¬B,6.47,6.5,6.43,6.45,6.44,0.03,0.4658,0.3326,113600,734630.0,7064459172.51,186581083.204
2017-09-20,'200030,∏ª∞¬B,6.44,6.48,6.4,6.48,6.48,-0.04,-0.6173,0.5001,170800,1099195.0,7007966454.86,185089040.827
2017-09-19,'200030,∏ª∞¬B,6.48,6.52,6.42,6.42,6.47,0.01,0.1546,0.5776,197300,1281887.0,7025850571.31,185561382.409
2017-09-18,'200030,∏ª∞¬B,6.47,6.49,6.42,6.45,6.46,0.01,0.1548,0.4518,154312,997037.94,7001787816.46,184925855.363
2017-09-15,'200030,∏ª∞¬B,6.46,6.49,6.41,6.47,6.5,-0.04,-0.6154,0.6523,222800,1436278.0,6996062074.73,184774631.46
2017-09-14,'200030,∏ª∞¬B,6.5,6.54,6.46,6.46,6.5,0.0,0.0,0.6087,207900,1352140.5,7043584411.94,186029755.021
2017-09-13,'200030,∏ª∞¬B,6.5,6.54,6.44,6.54,6.5,0.0,0.0,0.529,180700,1172269.0,7034842031.75,185798857.973
2017-09-12,'200030,∏ª∞¬B,6.5,6.52,6.44,6.44,6.47,0.03,0.4637,0.9013,307840,1997722.0,7022905320.33,185483594.696
