日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-01-24,'603339,四方冷链,23.21,23.26,22.77,23.01,23.05,0.16,0.6941,2.1317,1210818,28003691.0,4879815462.5,1318328000.0
2018-01-23,'603339,四方冷链,23.05,23.22,22.8,23.19,23.13,-0.08,-0.3459,1.62,920147,21146786.0,4846176062.5,1309240000.0
2018-01-22,'603339,四方冷链,23.13,23.27,22.7,22.95,22.93,0.2,0.8722,2.3795,1351582,31147616.0,4862995762.5,1313784000.0
2018-01-19,'603339,四方冷链,22.93,23.17,22.38,22.58,22.51,0.42,1.8658,2.4601,1397335,31854572.0,4820946512.5,1302424000.0
2018-01-18,'603339,四方冷链,22.51,22.64,22.39,22.63,22.64,-0.13,-0.5742,1.85,1050787,23626301.0,4732643087.5,1278568000.0
2018-01-17,'603339,四方冷链,22.64,22.66,21.65,22.14,22.14,0.5,2.2584,2.9328,1665809,36888463.0,4759975100.0,1285952000.0
2018-01-16,'603339,四方冷链,22.14,22.4,21.92,22.18,22.09,0.05,0.2263,1.7757,1008600,22360725.0,4654851975.0,1257552000.0
2018-01-15,'603339,四方冷链,22.09,23.06,22.03,23.06,23.03,-0.94,-4.0816,3.0124,1711060,38251968.0,4644339662.5,1254712000.0
2018-01-12,'603339,四方冷链,23.03,23.64,22.95,23.58,23.58,-0.55,-2.3325,2.0329,1154685,26887283.0,4841971137.5,1308104000.0
2018-01-11,'603339,四方冷链,23.58,23.65,23.1,23.28,23.33,0.25,1.0716,1.9096,1084671,25454405.0,4957606575.0,1339344000.0
2018-01-10,'603339,四方冷链,23.33,23.83,23.07,23.78,23.78,-0.45,-1.8923,2.6788,1521564,35574216.0,4905045012.5,1325144000.0
2018-01-09,'603339,四方冷链,23.78,24.14,23.69,24.1,24.19,-0.41,-1.6949,2.5762,1463291,34952035.0,4999655825.0,1350704000.0
2018-01-08,'603339,四方冷链,24.19,24.28,23.55,23.57,23.68,0.51,2.1537,3.9899,2266284,54206538.0,5085856787.5,1373992000.0
2018-01-05,'603339,四方冷链,23.68,23.93,23.52,23.62,23.67,0.01,0.0422,1.95,1107609,26316849.0,4978631200.0,1345024000.0
2018-01-04,'603339,四方冷链,23.67,23.95,23.52,23.93,23.92,-0.25,-1.0452,2.4826,1410123,33439947.0,4976528737.5,1344456000.0
2018-01-03,'603339,四方冷链,23.92,24.04,23.66,23.99,23.84,0.08,0.3356,2.4413,1386677,33030846.0,5029090300.0,1358656000.0
2018-01-02,'603339,四方冷链,23.84,23.94,23.5,23.78,23.72,0.12,0.5059,2.0776,1180102,27968616.0,5012270600.0,1354112000.0
2017-12-29,'603339,四方冷链,23.72,23.8,23.3,23.49,23.46,0.26,1.1083,2.7053,1536614,36350221.0,4987041050.0,1347296000.0
2017-12-28,'603339,四方冷链,23.46,24.13,23.26,23.26,23.22,0.24,1.0336,3.4185,1941716,45970271.0,4932377025.0,1332528000.0
2017-12-27,'603339,四方冷链,23.22,23.64,22.99,23.17,23.2,0.02,0.0862,3.146,1786900,41671888.0,4881917925.0,1318896000.0
2017-12-26,'603339,四方冷链,23.2,23.21,22.3,22.59,22.47,0.73,3.2488,2.0609,1170572,26780594.0,4877713000.0,1317760000.0
2017-12-25,'603339,四方冷链,22.47,23.0,22.38,22.86,22.86,-0.39,-1.706,1.6354,928900,21014648.0,4724233237.5,1276296000.0
2017-12-22,'603339,四方冷链,22.86,23.4,22.6,23.2,23.28,-0.42,-1.8041,2.2123,1256600,28818954.0,4806229275.0,1298448000.0
2017-12-21,'603339,四方冷链,23.28,23.42,22.9,23.08,23.16,0.12,0.5181,2.1535,1223200,28340140.0,4894532700.0,1322304000.0
2017-12-20,'603339,四方冷链,23.16,23.65,23.03,23.6,23.6,-0.44,-1.8644,1.6697,948402,22084854.0,4869303150.0,1315488000.0
2017-12-19,'603339,四方冷链,23.6,23.75,23.23,23.3,23.49,0.11,0.4683,1.8131,1029857,24218912.0,4961811500.0,1340480000.0
2017-12-18,'603339,四方冷链,23.49,23.99,23.3,23.3,23.19,0.3,1.2937,3.0451,1729611,40992796.0,4938684412.5,1334232000.0
2017-12-15,'603339,四方冷链,23.19,23.3,22.93,23.0,23.0,0.19,0.8261,1.5968,906964,20980851.0,4875610537.5,1317192000.0
2017-12-14,'603339,四方冷链,23.0,23.34,22.88,23.3,23.3,-0.3,-1.2876,1.7429,989950,22798447.0,4835663750.0,1306400000.0
2017-12-13,'603339,四方冷链,23.3,23.34,23.02,23.07,23.1,0.2,0.8658,1.1188,635500,14746511.0,4898737625.0,1323440000.0
2017-12-12,'603339,四方冷链,23.1,23.44,23.04,23.38,23.61,-0.51,-2.1601,1.5638,888250,20637952.0,4856688375.0,1312080000.0
2017-12-11,'603339,四方冷链,23.61,23.9,23.34,23.45,23.33,0.28,1.2002,2.5264,1435001,33812632.0,4963913962.5,1341048000.0
2017-12-08,'603339,四方冷链,23.33,24.01,22.32,22.32,22.39,0.94,4.1983,3.5338,2007200,46698237.0,4905045012.5,1325144000.0
2017-12-07,'603339,四方冷链,22.39,22.5,22.19,22.36,22.35,0.04,0.179,1.2921,733900,16433202.0,4707413537.5,1271752000.0
2017-12-06,'603339,四方冷链,22.35,22.36,21.74,21.79,21.79,0.56,2.57,2.0684,1174878,25839170.0,4699003687.5,1269480000.0
2017-12-05,'603339,四方冷链,21.79,22.86,21.27,22.59,22.65,-0.86,-3.7969,3.7835,2149050,47297780.0,4581265787.5,1237672000.0
2017-12-04,'603339,四方冷链,22.65,23.42,22.55,23.15,23.34,-0.69,-2.9563,2.3699,1346100,31006163.0,4762077562.5,1286520000.0
2017-12-01,'603339,四方冷链,23.34,23.43,23.0,23.09,23.07,0.27,1.1704,1.6008,909267,21178077.0,4907147475.0,1325712000.0
2017-11-30,'603339,四方冷链,23.07,23.45,23.01,23.18,23.35,-0.28,-1.1991,2.0146,1144300,26542777.0,4850380987.5,1310376000.0
2017-11-29,'603339,四方冷链,23.35,24.0,22.81,24.0,23.99,-0.64,-2.6678,5.1396,2919300,67925950.0,4909249937.5,1326280000.0
2017-11-28,'603339,四方冷链,23.99,24.0,23.51,23.67,23.67,0.32,1.3519,2.3298,1323314,31558342.0,5043807537.5,1362632000.0
2017-11-27,'603339,四方冷链,23.67,23.97,23.56,23.97,23.67,0.0,0.0,1.3857,787100,18682593.0,4976528737.5,1344456000.0
2017-11-24,'603339,四方冷链,23.67,23.98,23.51,23.51,23.61,0.06,0.2541,2.0946,1189714,28263793.0,4976528737.5,1344456000.0
2017-11-23,'603339,四方冷链,23.61,24.12,23.55,24.0,24.13,-0.52,-2.155,3.5459,2014097,47944070.0,4963913962.5,1341048000.0
2017-11-22,'603339,四方冷链,24.13,24.96,23.5,24.85,24.74,-0.61,-2.4656,6.9317,3937231,94875930.0,5073242012.5,1370584000.0
2017-11-21,'603339,四方冷链,24.74,25.44,24.65,25.25,25.26,-0.52,-2.0586,4.5642,2592490,64630335.0,5201492225.0,1405232000.0
2017-11-20,'603339,四方冷链,25.26,26.19,24.51,26.14,26.72,-1.46,-5.4641,6.5965,3746817,94069726.0,5310820275.0,1434768000.0
2017-11-17,'603339,四方冷链,26.72,29.69,26.71,29.69,29.68,-2.96,-9.973,8.7156,4950473,139246078.0,5617779800.0,1517696000.0
2017-11-16,'603339,四方冷链,29.68,30.08,29.3,29.57,29.78,-0.1,-0.3358,6.9696,3958710,117576042.0,6240108700.0,1685824000.0
2017-11-15,'603339,四方冷链,29.78,29.81,28.7,28.93,28.99,0.79,2.7251,8.491,4822894,141320346.0,6261133325.0,1691504000.0
2017-11-14,'603339,四方冷链,28.99,29.38,28.61,29.3,29.26,-0.27,-0.9228,6.0167,3417467,99131204.0,6095038787.5,1646632000.0
2017-11-13,'603339,四方冷链,29.26,29.29,27.68,27.99,27.95,1.31,4.6869,9.2243,5239395,150518761.0,6151805275.0,1661968000.0
2017-11-10,'603339,四方冷链,27.95,28.68,27.93,28.18,28.23,-0.28,-0.9919,5.3088,3015411,84942286.0,5876382687.5,1587560000.0
2017-11-09,'603339,四方冷链,28.23,28.28,27.65,27.68,27.92,0.31,1.1103,3.5611,2022697,56666688.0,5935251637.5,1603464000.0
2017-11-08,'603339,四方冷链,27.92,28.72,27.88,28.11,28.25,-0.33,-1.1681,4.9738,2825110,80149869.0,5870075300.0,1585856000.0
2017-11-07,'603339,四方冷链,28.25,28.43,27.8,28.32,28.36,-0.11,-0.3879,3.3932,1927318,54205980.0,5939456562.5,1604600000.0
2017-11-06,'603339,四方冷链,28.36,28.45,27.46,27.88,28.2,0.16,0.5674,4.8299,2743372,76309229.0,5962583650.0,1610848000.0
2017-11-03,'603339,四方冷链,28.2,29.42,28.0,29.3,29.29,-1.09,-3.7214,5.659,3214326,91818307.0,5928944250.0,1601760000.0
