�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2016-12-15,'603987,艙肅應,37.23,38.46,36.3,36.3,37.05,0.18,0.4858,21.4622,11289110,420991821.0,7829096700.0,1958298000.0
2016-12-14,'603987,艙肅應,37.05,39.73,36.81,38.72,39.41,-2.36,-5.9883,28.67,15080394,576738590.0,7791244500.0,1948830000.0
2016-12-13,'603987,艙肅應,39.41,41.3,38.03,39.0,40.44,-1.03,-2.547,32.3721,17027710,671667778.0,8287528900.0,2072966000.0
2016-12-12,'603987,艙肅應,40.44,41.88,39.5,41.5,43.07,-2.63,-6.1063,37.622,19789182,805428383.0,8504127600.0,2127144000.0
2016-12-09,'603987,艙肅應,43.07,47.8,42.61,47.23,47.23,-4.16,-8.808,59.5313,31313454,1424945332.0,9057190300.0,2265482000.0
2016-12-08,'603987,艙肅應,47.23,47.23,41.85,42.1,42.94,4.29,9.9907,35.5267,18687067,842191371.0,9931996700.0,2484298000.0
2016-12-07,'603987,艙肅應,42.94,42.94,40.21,42.94,39.04,3.9,9.9898,59.3697,31228451,1297139288.0,9029852600.0,2258644000.0
2016-12-06,'603987,艙肅應,39.04,39.04,39.04,39.04,35.49,3.55,10.0028,0.2078,109310,4267462.0,8209721600.0,2053504000.0
2016-12-05,'603987,艙肅應,35.49,35.49,35.49,35.49,32.26,3.23,10.0124,0.21,110459,3920190.0,7463192100.0,1866774000.0
2016-12-02,'603987,艙肅應,32.26,32.26,32.26,32.26,29.33,2.93,9.9898,0.2335,122815,3962012.0,6783955400.0,1696876000.0
2016-12-01,'603987,艙肅應,29.33,29.33,29.33,29.33,26.66,2.67,10.015,0.1203,63300,1856589.0,6167805700.0,1542758000.0
2016-11-30,'603987,艙肅應,26.66,26.66,26.66,26.66,24.24,2.42,9.9835,0.0966,50830,1355128.0,5606331400.0,1402316000.0
2016-11-29,'603987,艙肅應,24.24,24.24,24.24,24.24,22.04,2.2,9.9819,0.0404,21244,514955.0,5097429600.0,1275024000.0
2016-11-28,'603987,艙肅應,22.04,22.04,22.04,22.04,20.04,2.0,9.98,0.0346,18204,401216.0,4634791600.0,1159304000.0
2016-11-25,'603987,艙肅應,20.04,20.04,20.04,20.04,18.22,1.82,9.989,0.0521,27400,549096.0,4214211600.0,1054104000.0
2016-11-24,'603987,艙肅應,18.22,18.22,18.22,18.22,16.56,1.66,10.0242,0.0133,7000,127540.0,3831483800.0,958372000.0
2016-11-23,'603987,艙肅應,16.56,16.56,16.56,16.56,15.05,1.51,10.0332,0.0163,8600,142416.0,3482402400.0,871056000.0
2016-11-22,'603987,艙肅應,15.05,15.05,15.05,15.05,13.68,1.37,10.0146,0.0053,2800,42140.0,3164864500.0,791630000.0
2016-11-21,'603987,N艙肅應,13.68,13.68,11.4,11.4,9.5,4.18,44.0,0.0228,12000,163932.0,2876767200.0,719568000.0
