ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'200570,ËÕ³£²ñ£Â,3.78,3.81,3.78,3.81,3.79,-0.01,-0.2639,0.0456,68400,259522.5,1734709653.54,463516830.0
2018-01-23,'200570,ËÕ³£²ñ£Â,3.79,3.82,3.79,3.82,3.82,-0.03,-0.7853,0.056,84000,318709.0,1741681754.26,465379785.0
2018-01-22,'200570,ËÕ³£²ñ£Â,3.82,3.83,3.76,3.8,3.83,-0.01,-0.2611,0.0722,108350,412776.5,1758727717.25,469934490.0
2018-01-19,'200570,ËÕ³£²ñ£Â,3.83,3.83,3.8,3.82,3.83,0.0,0.0,0.0681,102100,389138.0,1764492750.89,471474915.0
2018-01-18,'200570,ËÕ³£²ñ£Â,3.83,3.83,3.73,3.73,3.83,0.0,0.0,0.1231,184700,700927.69,1771630962.27,473382255.0
2018-01-17,'200570,ËÕ³£²ñ£Â,3.83,3.84,3.8,3.83,3.82,0.01,0.2618,0.0391,58700,224192.0,1767911352.13,472388370.0
2018-01-16,'200570,ËÕ³£²ñ£Â,3.82,3.86,3.79,3.8,3.8,0.02,0.5263,0.0496,74401,283236.74,1764281842.56,471418560.0
2018-01-15,'200570,ËÕ³£²ñ£Â,3.8,3.89,3.8,3.84,3.84,-0.04,-1.0417,0.1311,196600,753796.0,1760825797.66,470495100.0
2018-01-12,'200570,ËÕ³£²ñ£Â,3.84,3.89,3.84,3.89,3.89,-0.05,-1.2853,0.0507,76116,293918.42,1789147581.51,478062720.0
2018-01-11,'200570,ËÕ³£²ñ£Â,3.89,3.89,3.83,3.84,3.86,0.03,0.7772,0.1125,168742,650711.64,1818492750.75,485903790.0
