ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'200771,º¼ÆûÂÖ£Â,7.79,7.84,7.69,7.73,7.73,0.06,0.7762,0.1113,305284,2377179.32,4801724543.17,1746081652.06
2018-01-23,'200771,º¼ÆûÂÖ£Â,7.73,7.78,7.65,7.78,7.73,0.0,0.0,0.1507,413260,3183506.92,4771268705.9,1735006802.14
2018-01-22,'200771,º¼ÆûÂÖ£Â,7.73,7.8,7.69,7.78,7.76,-0.03,-0.3866,0.1461,400544,3097291.54,4780128026.49,1738228373.27
2018-01-19,'200771,º¼ÆûÂÖ£Â,7.76,7.93,7.71,7.88,7.92,-0.16,-2.0202,0.1988,545100,4239956.28,4801839228.15,1746123355.69
2018-01-18,'200771,º¼ÆûÂÖ£Â,7.92,7.95,7.85,7.87,7.88,0.04,0.5076,0.0716,196247,1551258.12,4920672473.61,1789335444.95
2018-01-17,'200771,º¼ÆûÂÖ£Â,7.88,7.88,7.66,7.76,7.76,0.12,1.5464,0.125,342748,2659514.44,4885541621.05,1776560589.47
2018-01-16,'200771,º¼ÆûÂÖ£Â,7.76,7.85,7.66,7.85,7.76,0.0,0.0,0.1914,524899,4070414.63,4813834025.6,1750485100.22
2018-01-15,'200771,º¼ÆûÂÖ£Â,7.76,7.96,7.76,7.96,7.96,-0.2,-2.5126,0.1568,429959,3369334.84,4829690562.7,1756251113.71
2018-01-12,'200771,º¼ÆûÂÖ£Â,7.96,8.05,7.9,8.04,8.06,-0.1,-1.2407,0.1453,398500,3174822.25,4981415853.04,1811423946.56
2018-01-11,'200771,º¼ÆûÂÖ£Â,8.06,8.14,8.04,8.12,8.12,-0.06,-0.7389,0.1017,278906,2256323.3,5060830641.2,1840302051.35
2018-01-10,'200771,º¼ÆûÂÖ£Â,8.12,8.14,8.09,8.14,8.12,0.0,0.0,0.1102,302100,2451113.48,5104871785.45,1856317012.89
2018-01-09,'200771,º¼ÆûÂÖ£Â,8.12,8.14,8.09,8.11,8.11,0.01,0.1233,0.0767,210376,1706003.6,5085034676.64,1849103518.78
2018-01-08,'200771,º¼ÆûÂÖ£Â,8.11,8.15,8.08,8.15,8.07,0.04,0.4957,0.2094,574168,4653714.46,5070150134.34,1843690957.94
2018-01-05,'200771,º¼ÆûÂÖ£Â,8.07,8.08,8.02,8.06,8.06,0.01,0.1241,0.1174,322013,2591801.09,5052323368.06,1837208497.48
2018-01-04,'200771,º¼ÆûÂÖ£Â,8.06,8.13,8.04,8.04,8.04,0.02,0.2488,0.1498,410816,3323516.72,5056333421.57,1838666698.75
2018-01-03,'200771,º¼ÆûÂÖ£Â,8.04,8.08,8.0,8.08,8.04,0.0,0.0,0.1129,309627,2483065.92,5035178302.58,1830973928.21
2018-01-02,'200771,º¼ÆûÂÖ£Â,8.04,8.12,7.97,8.08,8.0,0.04,0.5,0.3144,861950,6928166.2,5045665984.03,1834787630.56
2017-12-29,'200771,º¼ÆûÂÖ£Â,8.0,8.03,7.95,8.03,8.0,0.0,0.0,0.0682,186900,1491877.0,5042278667.71,1833555879.17
2017-12-28,'200771,º¼ÆûÂÖ£Â,8.0,8.01,7.9,7.9,7.98,0.02,0.2506,0.0988,271012,2165452.66,5050844225.86,1836670627.58
2017-12-27,'200771,º¼ÆûÂÖ£Â,7.98,8.02,7.92,8.02,8.04,-0.06,-0.7463,0.1245,341341,2722001.37,5038277285.32,1832100831.03
2017-12-26,'200771,º¼ÆûÂÖ£Â,8.04,8.04,7.8,7.92,7.87,0.17,2.1601,0.2278,624612,4990122.09,5076825916.22,1846118514.99
2017-12-25,'200771,º¼ÆûÂÖ£Â,7.87,7.92,7.77,7.78,7.78,0.09,1.1568,0.2679,734451,5788081.92,4984730633.56,1812629321.29
2017-12-22,'200771,º¼ÆûÂÖ£Â,7.78,7.81,7.68,7.75,7.68,0.1,1.3021,0.1039,284755,2204786.95,4936408067.45,1795057479.07
2017-12-21,'200771,º¼ÆûÂÖ£Â,7.68,7.77,7.66,7.77,7.72,-0.04,-0.5181,0.0918,251725,1934617.0,4870989220.33,1771268807.39
2017-12-20,'200771,º¼ÆûÂÖ£Â,7.72,7.76,7.64,7.64,7.69,0.03,0.3901,0.0584,160082,1235575.14,4918769652.96,1788643510.17
2017-12-19,'200771,º¼ÆûÂÖ£Â,7.69,7.7,7.53,7.6,7.58,0.11,1.4512,0.1071,293623,2233533.0,4903018300.31,1782915745.57
2017-12-18,'200771,º¼ÆûÂÖ£Â,7.58,7.63,7.53,7.53,7.53,0.05,0.664,0.0391,107100,811927.0,4840428424.81,1760155790.84
2017-12-15,'200771,º¼ÆûÂÖ£Â,7.53,7.59,7.5,7.57,7.57,-0.04,-0.5284,0.0798,218741,1646431.73,4806058067.14,1747657478.96
2017-12-14,'200771,º¼ÆûÂÖ£Â,7.57,7.72,7.56,7.72,7.7,-0.13,-1.6883,0.1007,276114,2102613.84,4829305112.59,1756110950.03
2017-12-13,'200771,º¼ÆûÂÖ£Â,7.7,7.7,7.6,7.6,7.66,0.04,0.5222,0.135,370200,2835112.0,4927218188.69,1791715704.98
2017-12-12,'200771,º¼ÆûÂÖ£Â,7.66,7.69,7.6,7.63,7.62,0.04,0.5249,0.0514,141025,1079135.03,4893940542.9,1779614742.87
2017-12-11,'200771,º¼ÆûÂÖ£Â,7.62,7.62,7.56,7.57,7.64,-0.02,-0.2618,0.0735,201425,1529240.31,4867695250.5,1770071000.18
2017-12-08,'200771,º¼ÆûÂÖ£Â,7.64,7.69,7.4,7.4,7.39,0.25,3.3829,0.1125,308347,2345382.69,4885022258.69,1776371730.43
2017-12-07,'200771,º¼ÆûÂÖ£Â,7.39,7.44,7.29,7.29,7.3,0.09,1.2329,0.0508,139200,1027469.0,4721104393.98,1716765234.18
2017-12-06,'200771,º¼ÆûÂÖ£Â,7.3,7.53,7.11,7.43,7.42,-0.12,-1.6173,0.1563,428495,3137584.75,4660250250.43,1694636454.7
2017-12-05,'200771,º¼ÆûÂÖ£Â,7.42,7.6,7.42,7.6,7.6,-0.18,-2.3684,0.1055,289300,2167851.0,4731542084.55,1720560758.02
2017-12-04,'200771,º¼ÆûÂÖ£Â,7.6,7.7,7.58,7.62,7.69,-0.09,-1.1704,0.1115,305800,2329864.4,4848959449.28,1763257981.56
2017-12-01,'200771,º¼ÆûÂÖ£Â,7.69,7.69,7.52,7.56,7.69,0.0,0.0,0.0986,270432,2059462.58,4904699818.9,1783527206.87
2017-11-30,'200771,º¼ÆûÂÖ£Â,7.69,7.82,7.49,7.75,7.74,-0.05,-0.646,0.2928,802700,6162936.03,4904062001.5,1783295273.27
2017-11-29,'200771,º¼ÆûÂÖ£Â,7.74,7.88,7.68,7.74,7.74,0.0,0.0,0.1278,350428,2701503.46,4937231899.21,1795357054.26
2017-11-28,'200771,º¼ÆûÂÖ£Â,7.74,7.87,7.68,7.87,7.75,-0.01,-0.129,0.0849,232843,1799495.24,4932913229.24,1793786628.82
2017-11-27,'200771,º¼ÆûÂÖ£Â,7.75,7.93,7.71,7.89,7.89,-0.14,-1.7744,0.1082,296800,2321659.0,4930638002.86,1792959273.77
2017-11-24,'200771,º¼ÆûÂÖ£Â,7.89,7.95,7.74,7.89,7.95,-0.06,-0.7547,0.1143,313299,2460617.35,5013044553.49,1822925292.18
